Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2018-05-10,6.3524,6.3679,6.333,6.3614,6.3614,0,0,0
2018-05-11,6.3392,6.3482,6.3215,6.3482,6.3482,0,0,0
2018-05-14,6.3241,6.3402,6.3241,6.3331,6.3331,0,0,0
2018-05-15,6.3293,6.3783,6.3293,6.3383,6.3383,0,0,0
2018-05-16,6.3678,6.379,6.3586,6.3768,6.3768,0,0,0
2018-05-17,6.3615,6.3705,6.3522,6.3705,6.3705,0,0,0
2018-05-18,6.3572,6.3798,6.3572,6.3662,6.3662,0,0,0
2018-05-21,6.3832,6.3951,6.3719,6.3828,6.3828,0,0,0
2018-05-22,6.3807,6.3825,6.3629,6.3811,6.3811,0,0,0
2018-05-23,6.3649,6.3906,6.364,6.3642,6.3642,0,0,0
2018-05-24,6.3785,6.394,6.371,6.3888,6.3888,0,0,0
2018-05-25,6.3786,6.392,6.3757,6.3764,6.3764,0,0,0
2018-05-28,6.3685,6.399,6.3558,6.3686,6.3686,0,0,0
2018-05-29,6.3893,6.4216,6.3893,6.3983,6.3983,0,0,0
2018-05-30,6.4076,6.4326,6.4076,6.4166,6.4166,0,0,0
2018-05-31,6.409,6.418,6.3948,6.418,6.418,0,0,0
2018-06-01,6.4003,6.4209,6.3977,6.4093,6.4093,0,0,0
2018-06-04,6.4104,6.422,6.3976,6.4194,6.4194,0,0,0
2018-06-05,6.4071,6.4123,6.3943,6.407,6.407,0,0,0
2018-06-06,6.4049,6.4056,6.3776,6.405,6.405,0,0,0
2018-06-07,6.387,6.3953,6.3818,6.3879,6.3879,0,0,0
2018-06-08,6.392,6.4122,6.3861,6.3921,6.3921,0,0,0
2018-06-11,6.3967,6.4078,6.3915,6.4057,6.4057,0,0,0
2018-06-12,6.3918,6.408,6.3916,6.3916,6.3916,0,0,0
2018-06-13,6.4023,6.4073,6.3903,6.4005,6.4005,0,0,0
2018-06-14,6.3981,6.4038,6.3807,6.3973,6.3973,0,0,0
2018-06-15,6.3999,6.4389,6.396,6.4045,6.4045,0,0,0
2018-06-18,6.4294,6.4428,6.4276,6.433,6.433,0,0,0
2018-06-19,6.4294,6.4839,6.4294,6.4388,6.4388,0,0,0
2018-06-20,6.4877,6.4887,6.4605,6.4855,6.4855,0,0,0
2018-06-21,6.4715,6.5054,6.4705,6.4716,6.4716,0,0,0
2018-06-22,6.4921,6.5066,6.4876,6.4921,6.4921,0,0,0
2018-06-25,6.504,6.5435,6.504,6.5043,6.5043,0,0,0
2018-06-26,6.53,6.5817,6.5253,6.539,6.539,0,0,0
2018-06-27,6.5693,6.6138,6.5693,6.5783,6.5783,0,0,0
2018-06-28,6.6008,6.6305,6.5965,6.6019,6.6019,0,0,0
2018-06-29,6.6264,6.6391,6.5978,6.6274,6.6274,0,0,0
2018-07-02,6.6218,6.6688,6.6216,6.6243,6.6243,0,0,0
2018-07-03,6.6675,6.7143,6.6355,6.6667,6.6667,0,0,0
2018-07-04,6.6402,6.6434,6.5978,6.641,6.641,0,0,0
2018-07-05,6.6313,6.6447,6.6236,6.6313,6.6313,0,0,0
2018-07-06,6.6378,6.6648,6.632,6.6368,6.6368,0,0,0
2018-07-09,6.6412,6.6428,6.6001,6.6392,6.6392,0,0,0
2018-07-10,6.6156,6.638,6.5904,6.6152,6.6152,0,0,0
2018-07-11,6.6297,6.6795,6.6289,6.6314,6.6314,0,0,0
2018-07-12,6.6812,6.7013,6.653,6.6828,6.6828,0,0,0
2018-07-13,6.6661,6.7044,6.6508,6.6659,6.6659,0,0,0
2018-07-16,6.6942,6.7042,6.6614,6.6946,6.6946,0,0,0
2018-07-17,6.6811,6.7059,6.6655,6.6916,6.6916,0,0,0
2018-07-18,6.707,6.7234,6.6874,6.7068,6.7068,0,0,0
2018-07-19,6.7171,6.7829,6.7144,6.7177,6.7177,0,0,0
2018-07-20,6.7729,6.8092,6.7652,6.7717,6.7717,0,0,0
2018-07-23,6.7583,6.7969,6.7417,6.7581,6.7581,0,0,0
2018-07-24,6.783,6.8253,6.783,6.792,6.792,0,0,0
2018-07-25,6.7815,6.8046,6.7472,6.7905,6.7905,0,0,0
2018-07-26,6.7597,6.7918,6.7318,6.7687,6.7687,0,0,0
2018-07-27,6.7828,6.8384,6.7828,6.7828,6.7828,0,0,0
2018-07-30,6.8037,6.8387,6.8037,6.8127,6.8127,0,0,0
2018-07-31,6.805,6.8401,6.805,6.8149,6.8149,0,0,0
2018-08-01,6.8118,6.8301,6.7843,6.8117,6.8117,0,0,0
2018-08-02,6.8223,6.8478,6.7949,6.8226,6.8226,0,0,0
2018-08-03,6.8328,6.8927,6.8263,6.8328,6.8328,0,0,0
2018-08-06,6.8334,6.8532,6.8114,6.8332,6.8332,0,0,0
2018-08-07,6.8529,6.8612,6.8177,6.8541,6.8541,0,0,0
2018-08-08,6.8345,6.841,6.798,6.8336,6.8336,0,0,0
2018-08-09,6.8348,6.8379,6.807,6.8352,6.8352,0,0,0
2018-08-10,6.8172,6.86,6.8155,6.8172,6.8172,0,0,0
2018-08-13,6.8372,6.8903,6.8372,6.8462,6.8462,0,0,0
2018-08-14,6.8901,6.8925,6.872,6.8894,6.8894,0,0,0
2018-08-15,6.8847,6.9338,6.8817,6.8847,6.8847,0,0,0
2018-08-16,6.9248,6.9338,6.88,6.9338,6.9338,0,0,0
2018-08-17,6.8725,6.8929,6.8585,6.8815,6.8815,0,0,0
2018-08-20,6.8765,6.8781,6.8395,6.8766,6.8766,0,0,0
2018-08-21,6.8478,6.857,6.8243,6.8568,6.8568,0,0,0
2018-08-22,6.8459,6.8483,6.8303,6.8455,6.8455,0,0,0
2018-08-23,6.841,6.8776,6.8308,6.8432,6.8432,0,0,0
2018-08-24,6.8767,6.8897,6.8064,6.8775,6.8775,0,0,0
2018-08-27,6.797,6.8259,6.7929,6.8006,6.8006,0,0,0
2018-08-28,6.8105,6.8214,6.7907,6.8133,6.8133,0,0,0
2018-08-29,6.8023,6.8284,6.7995,6.8042,6.8042,0,0,0
2018-08-30,6.8187,6.844,6.8174,6.8187,6.8187,0,0,0
2018-08-31,6.8432,6.8455,6.8251,6.8431,6.8431,0,0,0
2018-09-03,6.8324,6.8414,6.8128,6.8346,6.8346,0,0,0
2018-09-04,6.8228,6.8441,6.7975,6.8221,6.8221,0,0,0
2018-09-05,6.8414,6.8445,6.8266,6.8425,6.8425,0,0,0
2018-09-06,6.8296,6.8401,6.8183,6.83,6.83,0,0,0
2018-09-07,6.8358,6.8491,6.8262,6.8344,6.8344,0,0,0
2018-09-10,6.8338,6.8653,6.8338,6.8391,6.8391,0,0,0
2018-09-11,6.8551,6.8775,6.852,6.8553,6.8553,0,0,0
2018-09-12,6.8725,6.8783,6.8515,6.8744,6.8744,0,0,0
2018-09-13,6.8599,6.8626,6.8243,6.8599,6.8599,0,0,0
2018-09-14,6.8436,6.8674,6.8371,6.8429,6.8429,0,0,0
2018-09-17,6.8658,6.8775,6.8551,6.8656,6.8656,0,0,0
2018-09-18,6.8559,6.8778,6.8534,6.8555,6.8555,0,0,0
2018-09-19,6.861,6.865,6.8465,6.8602,6.8602,0,0,0
2018-09-20,6.8471,6.8567,6.832,6.8469,6.8469,0,0,0
2018-09-21,6.8458,6.8605,6.8295,6.8459,6.8459,0,0,0
2018-09-24,6.8561,6.8586,6.8423,6.8567,6.8567,0,0,0
2018-09-25,6.8734,6.8798,6.8523,6.8734,6.8734,0,0,0
2018-09-26,6.8663,6.8789,6.8636,6.8663,6.8663,0,0,0
2018-09-27,6.8775,6.891,6.8684,6.8761,6.8761,0,0,0
2018-09-28,6.8803,6.8894,6.8625,6.8803,6.8803,0,0,0
2018-10-01,6.868,6.868,6.8589,6.8679,6.8679,0,0,0
2018-10-02,6.8589,6.8679,6.8589,6.8679,6.8679,0,0,0
2018-10-03,6.8589,6.868,6.8589,6.8679,6.8679,0,0,0
2018-10-04,6.8589,6.8679,6.8589,6.8678,6.8678,0,0,0
2018-10-05,6.8679,6.8679,6.8679,6.8679,6.8679,0,0,0
2018-10-08,6.8589,6.9323,6.8589,6.8589,6.8589,0,0,0
2018-10-09,6.9208,6.9298,6.9041,6.9298,6.9298,0,0,0
2018-10-10,6.9128,6.9251,6.9073,6.9218,6.9218,0,0,0
2018-10-11,6.9143,6.9318,6.8858,6.9233,6.9233,0,0,0
2018-10-12,6.8886,6.928,6.8886,6.8886,6.8886,0,0,0
2018-10-15,6.9215,6.9291,6.9088,6.9212,6.9212,0,0,0
2018-10-16,6.9158,6.925,6.9013,6.9159,6.9159,0,0,0
2018-10-17,6.902,6.9286,6.902,6.911,6.911,0,0,0
2018-10-18,6.9265,6.9399,6.9249,6.9263,6.9263,0,0,0
2018-10-19,6.9367,6.9403,6.9174,6.9367,6.9367,0,0,0
2018-10-22,6.9287,6.9465,6.9242,6.9286,6.9286,0,0,0
2018-10-23,6.9375,6.9465,6.9261,6.9465,6.9465,0,0,0
2018-10-24,6.9374,6.9434,6.9277,6.9374,6.9374,0,0,0
2018-10-25,6.934,6.9509,6.9329,6.943,6.943,0,0,0
2018-10-26,6.939,6.9632,6.9335,6.948,6.948,0,0,0
2018-10-29,6.9425,6.9623,6.9416,6.9425,6.9425,0,0,0
2018-10-30,6.9519,6.9699,6.9519,6.9519,6.9519,0,0,0
2018-10-31,6.9662,6.9761,6.9568,6.9663,6.9663,0,0,0
2018-11-01,6.9747,6.9748,6.9224,6.9747,6.9747,0,0,0
2018-11-02,6.9224,6.931,6.8676,6.9224,6.9224,0,0,0
2018-11-05,6.8899,6.9294,6.8897,6.8899,6.8899,0,0,0
2018-11-06,6.9248,6.9274,6.9042,6.9248,6.9248,0,0,0
2018-11-07,6.9185,6.94,6.9047,6.9185,6.9185,0,0,0
2018-11-08,6.91,6.936,6.91,6.91,6.91,0,0,0
2018-11-09,6.9332,6.956,6.933,6.9335,6.9335,0,0,0
2018-11-12,6.9559,6.968,6.9468,6.9559,6.9559,0,0,0
2018-11-13,6.9625,6.9688,6.9437,6.9625,6.9625,0,0,0
2018-11-14,6.9552,6.9555,6.9405,6.9552,6.9552,0,0,0
2018-11-15,6.9495,6.9496,6.929,6.9495,6.9495,0,0,0
2018-11-16,6.938,6.951,6.9298,6.9382,6.9382,0,0,0
2018-11-19,6.937,6.944,6.928,6.937,6.937,0,0,0
2018-11-20,6.941,6.9458,6.9273,6.941,6.941,0,0,0
2018-11-21,6.9444,6.9484,6.921,6.9444,6.9444,0,0,0
2018-11-22,6.9263,6.937,6.917,6.9262,6.9262,0,0,0
2018-11-23,6.9312,6.9483,6.922,6.931,6.931,0,0,0
2018-11-26,6.9475,6.9475,6.9264,6.9475,6.9475,0,0,0
2018-11-27,6.9308,6.9525,6.9308,6.9308,6.9308,0,0,0
2018-11-28,6.9505,6.9562,6.9427,6.9506,6.9506,0,0,0
2018-11-29,6.9529,6.9529,6.9271,6.9529,6.9529,0,0,0
2018-11-30,6.9416,6.9589,6.9325,6.9415,6.9415,0,0,0
2018-12-03,6.958,6.9595,6.876,6.958,6.958,0,0,0
2018-12-04,6.8821,6.8823,6.8218,6.8823,6.8823,0,0,0
2018-12-05,6.8363,6.8683,6.8355,6.8363,6.8363,0,0,0
2018-12-06,6.8558,6.8967,6.8557,6.8558,6.8558,0,0,0
2018-12-07,6.8817,6.8886,6.8649,6.8817,6.8817,0,0,0
2018-12-10,6.8747,6.9133,6.8657,6.8747,6.8747,0,0,0
2018-12-11,6.9109,6.9138,6.8902,6.911,6.911,0,0,0
2018-12-12,6.899,6.899,6.8691,6.899,6.899,0,0,0
2018-12-13,6.879,6.8829,6.8626,6.879,6.879,0,0,0
2018-12-14,6.8807,6.9066,6.8806,6.8807,6.8807,0,0,0
2018-12-17,6.9066,6.9067,6.8856,6.9066,6.9066,0,0,0
2018-12-18,6.8962,6.8996,6.882,6.8962,6.8962,0,0,0
2018-12-19,6.8942,6.898,6.8861,6.8942,6.8942,0,0,0
2018-12-20,6.8908,6.911,6.8751,6.891,6.891,0,0,0
2018-12-21,6.8841,6.9057,6.8778,6.8841,6.8841,0,0,0
2018-12-24,6.9054,6.9109,6.8879,6.9054,6.9054,0,0,0
2018-12-25,6.8981,6.8983,6.8756,6.8981,6.8981,0,0,0
2018-12-26,6.8983,6.8984,6.8811,6.8983,6.8983,0,0,0
2018-12-27,6.8981,6.8984,6.8556,6.8981,6.8981,0,0,0
2018-12-28,6.8653,6.8775,6.8445,6.8653,6.8653,0,0,0
2018-12-31,6.8772,6.8775,6.8772,6.8772,6.8772,0,0,0
2019-01-01,6.8776,6.8776,6.873,6.8776,6.8776,0,0,0
2019-01-02,6.8775,6.8785,6.8433,6.8775,6.8775,0,0,0
2019-01-03,6.8611,6.8817,6.8611,6.8611,6.8611,0,0,0
2019-01-04,6.871,6.871,6.8549,6.8711,6.8711,0,0,0
2019-01-07,6.8684,6.8697,6.8396,6.8684,6.8684,0,0,0
2019-01-08,6.85,6.8598,6.8342,6.85,6.85,0,0,0
2019-01-09,6.8522,6.8523,6.8164,6.8522,6.8522,0,0,0
2019-01-10,6.8157,6.8209,6.7725,6.8156,6.8156,0,0,0
2019-01-11,6.7875,6.7891,6.7313,6.7875,6.7875,0,0,0
2019-01-14,6.762,6.7693,6.7523,6.762,6.762,0,0,0
2019-01-15,6.7671,6.7685,6.7366,6.7671,6.7671,0,0,0
2019-01-16,6.751,6.7712,6.745,6.751,6.751,0,0,0
2019-01-17,6.756,6.777,6.7365,6.756,6.756,0,0,0
2019-01-18,6.7754,6.7797,6.76,6.7754,6.7754,0,0,0
2019-01-21,6.7778,6.7984,6.7778,6.7778,6.7778,0,0,0
2019-01-22,6.7972,6.8096,6.792,6.7973,6.7973,0,0,0
2019-01-23,6.807,6.8072,6.7753,6.807,6.807,0,0,0
2019-01-24,6.7909,6.7963,6.7682,6.791,6.791,0,0,0
2019-01-25,6.7877,6.7895,6.7466,6.7876,6.7876,0,0,0
2019-01-28,6.7463,6.7464,6.7277,6.7464,6.7464,0,0,0
2019-01-29,6.7442,6.752,6.7238,6.7443,6.7443,0,0,0
2019-01-30,6.732,6.732,6.7032,6.732,6.732,0,0,0
2019-01-31,6.7155,6.7167,6.6868,6.7155,6.7155,0,0,0
2019-02-01,6.6998,6.7439,6.6908,6.6998,6.6998,0,0,0
2019-02-04,6.7438,6.7439,6.7348,6.7438,6.7438,0,0,0
2019-02-05,6.7438,6.7439,6.7348,6.7438,6.7438,0,0,0
2019-02-06,6.7438,6.7439,6.7348,6.7348,6.7348,0,0,0
2019-02-07,6.7437,6.7438,6.7348,6.7438,6.7438,0,0,0
2019-02-08,6.7438,6.7438,6.7426,6.7438,6.7438,0,0,0
2019-02-11,6.7438,6.792,6.7435,6.7438,6.7438,0,0,0
2019-02-12,6.7914,6.7926,6.7603,6.7914,6.7914,0,0,0
2019-02-13,6.773,6.7732,6.7495,6.773,6.773,0,0,0
2019-02-14,6.7594,6.7762,6.7538,6.7594,6.7594,0,0,0
2019-02-15,6.7712,6.7801,6.762,6.7712,6.7712,0,0,0
2019-02-18,6.7721,6.7725,6.7515,6.7721,6.7721,0,0,0
2019-02-19,6.7657,6.779,6.7519,6.7657,6.7657,0,0,0
2019-02-20,6.7577,6.7577,6.7096,6.7577,6.7577,0,0,0
2019-02-21,6.7203,6.7247,6.691,6.7203,6.7203,0,0,0
2019-02-22,6.7191,6.729,6.7038,6.7191,6.7191,0,0,0
2019-02-25,6.7132,6.7184,6.6767,6.7132,6.7132,0,0,0
2019-02-26,6.6884,6.7035,6.6794,6.6884,6.6884,0,0,0
2019-02-27,6.6992,6.6992,6.6688,6.6992,6.6992,0,0,0
2019-02-28,6.6862,6.6931,6.6714,6.6862,6.6862,0,0,0
2019-03-01,6.6928,6.7091,6.6879,6.693,6.693,0,0,0
2019-03-04,6.7054,6.7062,6.6835,6.7054,6.7054,0,0,0
2019-03-05,6.7062,6.7066,6.6884,6.7063,6.7063,0,0,0
2019-03-06,6.7065,6.7173,6.6976,6.7066,6.7066,0,0,0
2019-03-07,6.7108,6.714,6.6968,6.7109,6.7109,0,0,0
2019-03-08,6.7141,6.7257,6.71,6.7141,6.7141,0,0,0
2019-03-11,6.7206,6.7256,6.7116,6.7206,6.7206,0,0,0
2019-03-12,6.7254,6.7255,6.698,6.7255,6.7255,0,0,0
2019-03-13,6.7075,6.7106,6.6969,6.7076,6.7076,0,0,0
2019-03-14,6.706,6.7268,6.6971,6.7061,6.7061,0,0,0
2019-03-15,6.7219,6.7283,6.7035,6.722,6.722,0,0,0
2019-03-18,6.7128,6.716,6.7011,6.7128,6.7128,0,0,0
2019-03-19,6.7031,6.7185,6.7028,6.7031,6.7031,0,0,0
2019-03-20,6.711,6.7158,6.6846,6.711,6.711,0,0,0
2019-03-21,6.6935,6.6984,6.6648,6.6936,6.6936,0,0,0
2019-03-22,6.698,6.7172,6.6893,6.6982,6.6982,0,0,0
2019-03-25,6.7173,6.7186,6.7,6.7171,6.7171,0,0,0
2019-03-26,6.7084,6.7151,6.6994,6.7084,6.7084,0,0,0
2019-03-27,6.7147,6.7262,6.705,6.7147,6.7147,0,0,0
2019-03-28,6.7262,6.7387,6.7172,6.7262,6.7262,0,0,0
2019-03-29,6.7381,6.7383,6.6977,6.7381,6.7381,0,0,0
2019-04-01,6.7021,6.712,6.7012,6.7111,6.7111,0,0,0
2019-04-02,6.7015,6.7233,6.7015,6.7105,6.7105,0,0,0
2019-04-03,6.7223,6.7224,6.6973,6.7224,6.7224,0,0,0
2019-04-04,6.7014,6.7193,6.7014,6.7014,6.7014,0,0,0
2019-04-05,6.7167,6.7177,6.7164,6.7166,6.7166,0,0,0
2019-04-08,6.7175,6.7204,6.7056,6.7169,6.7169,0,0,0
2019-04-09,6.7064,6.7178,6.7011,6.7154,6.7154,0,0,0
2019-04-10,6.7109,6.7174,6.7017,6.7108,6.7108,0,0,0
2019-04-11,6.7152,6.7185,6.704,6.7154,6.7154,0,0,0
2019-04-12,6.7184,6.7219,6.6992,6.7185,6.7185,0,0,0
2019-04-15,6.7033,6.7085,6.6955,6.7032,6.7032,0,0,0
2019-04-16,6.6987,6.7113,6.6972,6.7077,6.7077,0,0,0
2019-04-17,6.7022,6.7112,6.6771,6.7112,6.7112,0,0,0
2019-04-18,6.6782,6.7096,6.6782,6.6872,6.6872,0,0,0
2019-04-19,6.6991,6.7082,6.6991,6.7081,6.7081,0,0,0
2019-04-22,6.7058,6.7131,6.703,6.7034,6.7034,0,0,0
2019-04-23,6.7083,6.7264,6.7082,6.7085,6.7085,0,0,0
2019-04-24,6.7159,6.725,6.7068,6.7249,6.7249,0,0,0
2019-04-25,6.7119,6.7479,6.7119,6.7209,6.7209,0,0,0
2019-04-26,6.7331,6.7421,6.7194,6.7421,6.7421,0,0,0
2019-04-29,6.7198,6.7348,6.7197,6.7288,6.7288,0,0,0
2019-04-30,6.7324,6.7406,6.7242,6.7324,6.7324,0,0,0
2019-05-01,6.7339,6.734,6.7338,6.7338,6.7338,0,0,0
2019-05-02,6.7339,6.734,6.7336,6.734,6.734,0,0,0
2019-05-03,6.734,6.734,6.7336,6.7339,6.7339,0,0,0
2019-05-06,6.7337,6.7703,6.7336,6.7336,6.7336,0,0,0
2019-05-07,6.7635,6.7787,6.7555,6.7636,6.7636,0,0,0
2019-05-08,6.7759,6.7839,6.7583,6.776,6.776,0,0,0
2019-05-09,6.782,6.8288,6.7819,6.782,6.782,0,0,0
2019-05-10,6.8175,6.8276,6.7953,6.8265,6.8265,0,0,0
2019-05-13,6.8141,6.8808,6.8141,6.8231,6.8231,0,0,0
2019-05-14,6.8773,6.8859,6.8601,6.8773,6.8773,0,0,0
2019-05-15,6.875,6.8821,6.862,6.8749,6.8749,0,0,0
2019-05-16,6.8662,6.885,6.8662,6.8752,6.8752,0,0,0
2019-05-17,6.8738,6.9177,6.8738,6.8828,6.8828,0,0,0
2019-05-20,6.9178,6.9213,6.9027,6.9177,6.9177,0,0,0
2019-05-21,6.9023,6.916,6.8926,6.9113,6.9113,0,0,0
2019-05-23,6.9054,6.9187,6.903,6.9054,6.9054,0,0,0
2019-05-24,6.9005,6.9134,6.8881,6.9095,6.9095,0,0,0
2019-05-27,6.8903,6.8993,6.8814,6.8993,6.8993,0,0,0
2019-05-28,6.8972,6.913,6.8957,6.8972,6.8972,0,0,0
2019-05-29,6.9092,6.9167,6.9041,6.9091,6.9091,0,0,0
2019-05-30,6.9134,6.9138,6.8919,6.9134,6.9134,0,0,0
2019-05-31,6.8919,6.9127,6.8919,6.9009,6.9009,0,0,0
2019-06-03,6.895,6.9083,6.895,6.9041,6.9041,0,0,0
2019-06-04,6.8938,6.9131,6.8938,6.9028,6.9028,0,0,0
2019-06-05,6.9074,6.9136,6.8954,6.9073,6.9073,0,0,0
2019-06-06,6.8991,6.9163,6.8991,6.9081,6.9081,0,0,0
2019-06-07,6.9089,6.9089,6.9087,6.909,6.909,0,0,0
2019-06-10,6.9087,6.9347,6.9087,6.9088,6.9088,0,0,0
2019-06-11,6.93,6.9303,6.9019,6.9301,6.9301,0,0,0
2019-06-12,6.9014,6.921,6.9014,6.9104,6.9104,0,0,0
2019-06-13,6.9169,6.9218,6.9083,6.9169,6.9169,0,0,0
2019-06-14,6.9207,6.9245,6.9129,6.9208,6.9208,0,0,0
2019-06-17,6.9245,6.9262,6.9146,6.9245,6.9245,0,0,0
2019-06-18,6.9248,6.9291,6.9023,6.9249,6.9249,0,0,0
2019-06-19,6.9022,6.9066,6.8935,6.9023,6.9023,0,0,0
2019-06-20,6.9026,6.9058,6.84,6.9027,6.9027,0,0,0
2019-06-21,6.851,6.8772,6.8271,6.851,6.851,0,0,0
2019-06-24,6.869,6.8818,6.8665,6.8689,6.8689,0,0,0
2019-06-25,6.8761,6.8835,6.8617,6.8761,6.8761,0,0,0
2019-06-26,6.8698,6.8909,6.8629,6.8788,6.8788,0,0,0
2019-06-27,6.8701,6.8829,6.8694,6.8791,6.8791,0,0,0
2019-06-28,6.876,6.8776,6.8551,6.8671,6.8671,0,0,0
2019-07-01,6.8568,6.867,6.8316,6.8658,6.8658,0,0,0
2019-07-02,6.8507,6.8819,6.8449,6.8508,6.8508,0,0,0
2019-07-03,6.8629,6.8918,6.8629,6.872,6.872,0,0,0
2019-07-04,6.8802,6.8802,6.8607,6.8802,6.8802,0,0,0
2019-07-05,6.8616,6.8926,6.8616,6.8706,6.8706,0,0,0
2019-07-08,6.8926,6.8939,6.8696,6.8926,6.8926,0,0,0
2019-07-09,6.8719,6.8884,6.8719,6.8809,6.8809,0,0,0
2019-07-10,6.8876,6.8882,6.8717,6.8883,6.8883,0,0,0
2019-07-11,6.8722,6.8735,6.8555,6.8722,6.8722,0,0,0
2019-07-12,6.8602,6.8808,6.8602,6.8692,6.8692,0,0,0
2019-07-15,6.8708,6.8813,6.8643,6.8798,6.8798,0,0,0
2019-07-16,6.8768,6.8784,6.864,6.8769,6.8769,0,0,0
2019-07-17,6.8663,6.8821,6.8663,6.8753,6.8753,0,0,0
2019-07-18,6.8727,6.8801,6.8662,6.8728,6.8728,0,0,0
2019-07-19,6.8701,6.8807,6.8639,6.8791,6.8791,0,0,0
2019-07-22,6.881,6.8814,6.8681,6.8811,6.8811,0,0,0
2019-07-23,6.8802,6.8831,6.8688,6.8801,6.8801,0,0,0
2019-07-24,6.8692,6.8823,6.8631,6.8783,6.8783,0,0,0
2019-07-25,6.8625,6.8756,6.8625,6.8715,6.8715,0,0,0
2019-07-26,6.8626,6.8804,6.8626,6.8716,6.8716,0,0,0
2019-07-29,6.8692,6.8937,6.8692,6.8782,6.8782,0,0,0
2019-07-30,6.8924,6.8924,6.8702,6.8924,6.8924,0,0,0
2019-07-31,6.8745,6.887,6.8712,6.8836,6.8836,0,0,0
2019-08-01,6.8835,6.9026,6.8834,6.8834,6.8834,0,0,0
2019-08-02,6.8977,6.9433,6.8977,6.8978,6.8978,0,0,0
2019-08-05,6.9393,7.0516,6.9393,6.9392,6.9392,0,0,0
2019-08-06,7.0498,7.0572,7.0095,7.0497,7.0497,0,0,0
2019-08-07,7.0256,7.0637,7.0255,7.0256,7.0256,0,0,0
2019-08-08,7.0502,7.0596,7.0277,7.0591,7.0591,0,0,0
2019-08-09,7.0443,7.0614,7.0388,7.0443,7.0443,0,0,0
2019-08-12,7.0614,7.069,7.0479,7.0615,7.0615,0,0,0
2019-08-13,7.0482,7.0679,7.0335,7.0572,7.0572,0,0,0
2019-08-14,7.0335,7.0459,7.0045,7.0335,7.0335,0,0,0
2019-08-15,7.0145,7.0421,7.0145,7.0235,7.0235,0,0,0
2019-08-16,7.024,7.0448,7.024,7.024,7.024,0,0,0
2019-08-19,7.0419,7.0501,7.0363,7.0419,7.0419,0,0,0
2019-08-20,7.0408,7.0636,7.0408,7.0498,7.0498,0,0,0
2019-08-21,7.0595,7.0655,7.0441,7.0596,7.0596,0,0,0
2019-08-22,7.0623,7.0923,7.0622,7.0624,7.0624,0,0,0
2019-08-23,7.0826,7.0976,7.0743,7.0827,7.0827,0,0,0
2019-08-26,7.095,7.1515,7.095,7.095,7.095,0,0,0
2019-08-27,7.1504,7.1681,7.1447,7.1503,7.1503,0,0,0
2019-08-28,7.1613,7.1665,7.1475,7.1614,7.1614,0,0,0
2019-08-29,7.1644,7.1692,7.1319,7.1553,7.1553,0,0,0
2019-08-30,7.1435,7.1557,7.1373,7.1436,7.1436,0,0,0
2019-09-02,7.1558,7.1725,7.15,7.1557,7.1557,0,0,0
2019-09-03,7.162,7.1839,7.162,7.171,7.171,0,0,0
2019-09-04,7.1779,7.1799,7.1375,7.178,7.178,0,0,0
2019-09-05,7.1451,7.1543,7.1154,7.1451,7.1451,0,0,0
2019-09-06,7.1478,7.154,7.1053,7.1477,7.1477,0,0,0
2019-09-09,7.1057,7.1338,7.1057,7.1147,7.1147,0,0,0
2019-09-10,7.121,7.1212,7.098,7.1211,7.1211,0,0,0
2019-09-11,7.1027,7.1214,7.0996,7.1117,7.1117,0,0,0
2019-09-12,7.1068,7.1182,7.0608,7.1158,7.1158,0,0,0
2019-09-13,7.0784,7.0785,7.0784,7.0784,7.0784,0,0,0
2019-09-16,7.0785,7.0785,7.0558,7.0784,7.0784,0,0,0
2019-09-17,7.0663,7.0961,7.0663,7.0664,7.0664,0,0,0
2019-09-18,7.0819,7.0909,7.0763,7.0909,7.0909,0,0,0
2019-09-19,7.076,7.1038,7.076,7.085,7.085,0,0,0
2019-09-20,7.0866,7.0963,7.073,7.0956,7.0956,0,0,0
2019-09-23,7.0816,7.1275,7.0816,7.0906,7.0906,0,0,0
2019-09-24,7.1175,7.1196,7.0945,7.1176,7.1176,0,0,0
2019-09-25,7.1155,7.1339,7.1036,7.1155,7.1155,0,0,0
2019-09-26,7.1218,7.1342,7.1134,7.1308,7.1308,0,0,0
2019-09-27,7.1226,7.1374,7.1115,7.1316,7.1316,0,0,0
2019-09-30,7.1128,7.1474,7.1128,7.1218,7.1218,0,0,0
2019-10-01,7.1384,7.1475,7.1384,7.1475,7.1475,0,0,0
2019-10-02,7.1474,7.1476,7.1384,7.1474,7.1474,0,0,0
2019-10-03,7.1476,7.1476,7.1384,7.1476,7.1476,0,0,0
2019-10-04,7.1474,7.1475,7.1474,7.1475,7.1475,0,0,0
2019-10-07,7.1475,7.1475,7.1474,7.1474,7.1474,0,0,0
2019-10-08,7.1475,7.1523,7.1148,7.1474,7.1474,0,0,0
2019-10-09,7.1434,7.1489,7.1138,7.1435,7.1435,0,0,0
2019-10-10,7.1314,7.1314,7.0935,7.1314,7.1314,0,0,0
2019-10-11,7.1154,7.1155,7.0837,7.1155,7.1155,0,0,0
2019-10-14,7.087,7.0874,7.0498,7.0872,7.0872,0,0,0
2019-10-15,7.0666,7.0823,7.0584,7.0666,7.0666,0,0,0
